audio_path,kichwa_original,kichwa_normalizado,kichwa_json_match,espanol,tipo_match,score
33.mp3,Ñukapash contagiarirkani.,ñukapash contagiarirkani,ñukapash contagiarirkani,Yo mismo me contagié.,exacto,100.0
115.mp3,Yachana wasipika tukuylla wawakunami kushi kushi purinakun.,yachana wasipika tukuylla wawakunami kushi kushi purinakun,yachana wasipika tukuylla wawakunami kushi kushi purinakun,"En la escuela, la muchachada está muy contenta.",exacto,100.0
6.mp3,"Yupaychani, Alcaldesa.",yupaychani alcaldesa,yupaychani alcaldesa,"Gracias, alcaldesa.",exacto,100.0
99.mp3,Supermercadopika químicokunawan o transgénicokuna.,supermercadopika químicokunawan o transgénicokuna,supermercadopika químicokunawan o transgénicokuna,"Y los del super los crían con químicos, o son transgénicos.",exacto,100.0
149.mp3,Kushikunimi shina rimakukta uyashpa.,kushikunimi shina rimakukta uyashpa,kushikunimi shina rimakukta uyashpa,[MISSING],exacto,100.0
116.mp3,Biologíamanta yachachikka sexualidad nishkamantapash yachachikunmi.,biologíamanta yachachikka sexualidad nishkamantapash yachachikunmi,biologíamanta yachachikka sexualidad nishkamantapash yachachikunmi,"La maestra, en la clase de biología, les está enseñando sexualidad.",exacto,100.0
181.mp3,"Mana shinachu, mashi.",mana shinachu mashi,mana shinachu mashi,"No es así, señora.",exacto,100.0
217.mp3,Tayta mamakunapash sexualidadmantaka yachanami kankichik.,tayta mamakunapash sexualidadmantaka yachanami kankichik,tayta mamakunapash sexualidadmantaka yachanami kankichik,Las mamás y los papás tienen también que saber de sexualidad.,exacto,100.0
151.mp3,"Minería cielo abierto nishkaka, chayka infierno paskashka shinami kan.",minería cielo abierto nishkaka chayka infierno paskashka shinami kan,minería cielo abierto nishkaka chayka infierno paskashka shinami kan,Una minería a cielo abierto es como infierno abierto.,exacto,100.0
58.mp3,Alli mikunatapash charin.,alli mikunatapash charin,alli mikunatapash charin,Tienen buena comida también.,exacto,100.0
70.mp3,"Shinapash kayta niway, mashi, kayta niway.",shinapash kayta niway mashi kayta niway,shinapash kayta niway mashi kayta niway,"Pero, vecino, dígame una cosa.",exacto,100.0
81.mp3,"Kanman, ñukanchik ushimanpash alli kawsayta kushalla.",kanman ñukanchik ushimanpash alli kawsayta kushalla,kanman ñukanchik ushimanpash alli kawsayta kushalla,A ti y a nuestra hija les puedo dar una buena vida.,exacto,100.0
100.mp3,Ishkay waranka dólar kullkikuna?,ishkay waranka dólar kullkikuna,ishkay waranka dólar kullkikuna,¿Veinte mil dólares?,exacto,100.0
52.mp3,Chay Wilson runaka amenazashpami rirka.,chay wilson runaka amenazashpami rirka,chay wilson runaka amenazashpami rirka,Ese Wilson nos amenazó.,exacto,100.0
41.mp3,Shinapash mana chayamushkachu.,shinapash mana chayamushkachu,shinapash mana chayamushkachu,Pero no llegaban nunca.,exacto,100.0
58.mp3,"Huyayay, matria libre!",huyayay matria libre,huyayay matria libre,¡Viva Matria Libre!,exacto,100.0
125.mp3,"Kankunaka ñami hatun kankichik, wawakuna.",kankunaka ñami hatun kankichik wawakuna,kankunaka ñami hatun kankichik wawakuna,"Ustedes ya son niños grandes, niños.",exacto,100.0
152.mp3,Shinapash kay Jaboneropa ayllullaktapika espíritukunapi almakunapash lluchanmi.,shinapash kay jaboneropa ayllullaktapika espíritukunapi almakunapash lluchanmi,shinapash kay jaboneropa ayllullaktapika espíritukunapi almakunapash lluchkanmi,Pero en este Barrio del Jabonero hasta los espíritus resbalan.,fuzzy,99.36305732484077
44.mp3,"Oposición chaymanta chay ukumantakunaka mana, paykunaka mana allikachinchu.",oposición chaymanta chay ukumantakunaka mana paykunaka mana allikachinchu,oposición chaymanta chay ukumantakunaka mana paykunaka mana allikachinchu,A los de la oposición no tanto.,exacto,100.0
221.mp3,Jaboneropak ayllullaktapi,jaboneropak ayllullaktapi,jaboneropak ayllullaktapi,En el Barrio del Jabonero,exacto,100.0
157.mp3,"Rikupay, pushak alcaldesa.",rikupay pushak alcaldesa,rikupay pushak alcaldesa,"Vea, señora alcaldesa.",exacto,100.0
23.mp3,Ima ninki?,ima ninki,ima ninki,¿Qué dice?,exacto,100.0
176.mp3,"Sumak kawsay, kuychi shina sumak uyachina anta.",sumak kawsay kuychi shina sumak uyachina anta,sumak kawsay kuychishina sumak uyachina anta,"¡Buen Vivir, una emisora con todos los colores del arcoíris!",fuzzy,98.87640449438202
97.mp3,"Chashnapachami, chashnapachami.",chashnapachami chashnapachami,chashnapachami chashnapachami,[MISSING],exacto,100.0
186.mp3,Kunanllatak hakuchiy!,kunanllatak hakuchiy,kunanllatak hakuchik,"¡Vamos, vamos ahorita mismo!",fuzzy,95.0
119.mp3,Maykan kanta na riksikka crenkami.,maykan kanta na riksikka crenkami,maykan kanta na riksikka krinkami,¡Quien no te conozca que te compre!,fuzzy,93.93939393939394
93.mp3,Tukuy ayllukunapak alli yakuta ministinchik.,tukuy ayllukunapak alli yakuta ministinchik,tukuy ayllukunapak alli yakuta ministinchik,Necesitamos agua limpia para todas las familias.,exacto,100.0
92.mp3,Yupana comisiónka ñami charin kay consulta popularmanta paktachishkakunata.,yupana comisiónka ñami charin kay consulta popularmanta paktachishkakunata,yupana comisiónka ñami charin kay consulta popularmanta paktachishkakunata,La comisión de conteo ya tiene los resultados definitivos de la consulta popular.,exacto,100.0
89.mp3,Imatatak churasha?,imatatak churasha,imatatak churasha,¿Qué vamos a escribir?,exacto,100.0
43.mp3,Wiksayukta shayachiy pachapimi kan.,wiksayukta shayachiy pachapimi kan,wiksayukta shayachiy pachapimi kan,Están a tiempo.,exacto,100.0
2.mp3,"Chay pastor kay alli ñakcharishka warmiwan Gumersindapak trans ushi, Manuela, yuyarinkichik, payta shitankapak munanakurka.",chay pastor kay alli ñakcharishka warmiwan gumersindapak trans ushi manuela yuyarinkichik payta shitankapak munanakurka,chay pastor kay alli ñakcharishka warmiwan gumersindapak trans ushi manuela yuyarinkichik payta shitankapak munanakurka,"El pastor y la señora bien peinada que querían botar a Manuela, la hija trans de Gumersinda.",exacto,100.0
124.mp3,Siempre nik kashkaka estadoka ñukanchikmi kanchik nishpa.,siempre nik kashkaka estadoka ñukanchikmi kanchik nishpa,siempre nik kashkaka estadoka ñukanchikmi kanchik nishpa,Siempre nos han dicho que el Estado somos nosotros.,exacto,100.0
88.mp3,"Shuk formulariota huntachichun mañarka, shuk formulariotapash informe técnicotapash maykantak karka, proyecto de financiamientota, shinallatak proyecto de gestionpaka, pitak uyachik antapa dueño kakrin.",shuk formulariota huntachichun mañarka shuk formulariotapash informe técnicotapash maykantak karka proyecto de financiamientota shinallatak proyecto de gestionpaka pitak uyachik antapa dueño kakrin,shuk formulariota huntachichun mañarka shuk formulariotapash informe técnicotapash maykantak karka proyecto de financiamientota shinallatak proyecto de gestiónpaka pitak uyachik antapa dueño kakrin,"Y me pidieron que llenara un formulario, y otro formulario, y el informe técnico, y que cuál era el “proyecto de financiamiento”, y el proyecto de gestión, y quién iba a ser dueño de la radio.",fuzzy,99.49238578680203
12.mp3,"Doña Gumersinda, kushikunimi rikushpa.",doña gumersinda kushikunimi rikushpa,doña gumersinda kushikunimi rikushpa,"Me alegra verla, doña Gumersinda.",exacto,100.0
119.mp3,Pandemiaka millay karikunata ashtawan millayachishka.,pandemiaka millay karikunata ashtawan millayachishka,pandemiaka millay karikunata ashtawan millayachishka,La pandemia ha vuelto más violentos a los hombres violentos.,exacto,100.0
113.mp3,Ashtawankarin ayllupurakuna yachashpami imatallapash ruray ushanchik.,ashtawankarin ayllupurakuna yachashpami imatallapash ruray ushanchik,ashtawankarin ayllupurakuna yachashpami imatallapash ruray ushanchik,La mejor defensa es que la gente sepa lo qué está pasando.,exacto,100.0
178.mp3,Chay tukuy mapa yakuka mayukunallamantakmi tikran.,chay tukuy mapa yakuka mayukunallamantakmi tikran,chay tukuy mapa yakuka mayukunallamantakmi tikran,Toda esa agua cochina va otra vez al mismo río.,exacto,100.0
94.mp3,"Kunanmi ninan mutsurinchik, shuk uchilla katuna rantinawan kallarinkapak.",kunanmi ninan mutsurinchik shuk uchilla katuna rantinawan kallarinkapak,kunanmi ninan mutsurinchik shuk uchilla katuna rantinawan kallarinkapak,Ahora más que nunca se necesita plata para arrancar un negocito.,exacto,100.0
48.mp3,Yarkaymantaka imatapash shinarinllami.,yarkaymantaka imatapash shinarinllami,yarkaymantaka imatapash shinarinllami,El hambre justifica los medios.,exacto,100.0
153.mp3,Yachana wasipi mayman ñukanchik wawakuna rin.,yachana wasipi mayman ñukanchik wawakuna rin,yachana wasipi mayman ñukanchik wawakuna rin,"En la escuela, a donde van nuestros hijos.",exacto,100.0
241.mp3,Jaboneropak ayllullaktapi,jaboneropak ayllullaktapi,jaboneropak ayllullaktapi,En el Barrio del Jabonero,exacto,100.0
149.mp3,Shuwakkunamanta chaykunawan purini.,shuwakkunamanta chaykunawan purini,shuwakkunamanta chaykunawan purini,[MISSING],exacto,100.0
31.mp3,Rukukuna hampi kiwakunata yachan.,rukukuna hampi kiwakunata yachan,rukukuna hampi kiwakunata yachan,Las mayores saben de hierbas.,exacto,100.0
76.mp3,"Upashina, hamutarkankichu?",upashina hamutarkankichu,upashina hamuktarkankichu,"Más muda que la H, ¿entiende?",fuzzy,97.95918367346938
180.mp3,Pachamamata rikuriyashpa llamkanchik.,pachamamata rikuriyashpa llamkanchik,pachamamata rikuriyashpa llamkanchik,[MISSING],exacto,100.0
91.mp3,Paykunami ashtawan sinchi waktay tukushka kan kay pandemiapika.,paykunami ashtawan sinchi waktay tukushka kan kay pandemiapika,paykunami ashtawan sinchi waktay tukushka kan kay pandemiapika,Ellas son las que han sido más golpeadas en esta pandemia.,exacto,100.0
85.mp3,Chaytaka mana kaykunamanka rikushkanichu.,chaytaka mana kaykunamanka rikushkanichu,chaytaka mana kaykunamanka rikushkanichu,Eso no se ha visto por acá.,exacto,100.0
46.mp3,Shinapash ñuka pacha shinashpa ama shuk mana yachakkuna takarishka kachun.,shinapash ñuka pacha shinashpa ama shuk mana yachakkuna takarishka kachun,shinapash ñukapacha shinashpa ama shuk mana yachakkuna takarishka kachun,Pero prefiero intervenir yo y no que vayas a uno de esos estafadores que no tienen ninguna preparación ni higiene.,fuzzy,99.3103448275862
146.mp3,"Ñukaka, reelecciónta mana allikachinichu.",ñukaka reelecciónta mana allikachinichu,ñukaka reelecciónta mana allikachinichu,Yo no creo en reelecciones.,exacto,100.0
213.mp3,Tamya yakuka chinkarinmi.,tamya yakuka chinkarinmi,tamya yakuka chinkarinmi,El agua de lluvia baja.,exacto,100.0
57.mp3,"Allipacha takikunatapashmi charinchik shuk sumak takita kikinman rurachun, rikupankilla.",allipacha takikunatapashmi charinchik shuk sumak takita kikinman rurachun rikupankilla,allipacha takikunatapashmi charinchik shuk sumak takita kikinman rurachun rikupankilla,"Y tenemos unos músicos bien bacanos que le van a hacer una cancioncita cheverísima, ya verá.",exacto,100.0
166.mp3,Millaykunapash.,millaykunapash,millaykunapash,Y también violentas.,exacto,100.0
4.mp3,"Wawataka pakishka chakita enyesashka, chay kipaka yachana wasiman rita usharkallami.",wawataka pakishka chakita enyesashka chay kipaka yachana wasiman rita usharkallami,wawataka pakishka chakita enyesashka chay kipaka yachana wasiman riyta usharkallami,Le enyesaron la pierna rota y pudo ir a clases.,fuzzy,99.39393939393939
52.mp3,Paykunaka kullkita chariymanta karu llaktakunaman rishpa paypa wawakunataka abortachikkuna kan.,paykunaka kullkita chariymanta karu llaktakunaman rishpa paypa wawakunataka abortachikkuna kan,paykunaka kullkita chariymanta karu llaktakunaman rishpa paypa wawakunataka abortachikkuna kan,Esa gente tiene dinero para irse a un país lejano si una hijita se les embaraza.,exacto,100.0
185.mp3,Ashalla ashalla rurayta ushanchik yanimi ñukaka.,ashalla ashalla rurayta ushanchik yanimi ñukaka,ashalla ashalla rurayta ushanchik yanimi ñukaka,Creo que podemos bajar la intensidad poco a poco.,exacto,100.0
213.mp3,Pasiflora hampitami kukrini.,pasiflora hampitami kukrini,pasiflora hampitami kukrini,Sino un té de pasiflora.,exacto,100.0
124.mp3,"Kikinpa alli yanapayka kankami, licencia ambiental nishkata llukchinkapak, shinallatak ayllullaktamanta licencia social nishkata llukchiy ushankapak.",kikinpa alli yanapayka kankami licencia ambiental nishkata llukchinkapak shinallatak ayllullaktamanta licencia social nishkata llukchiy ushankapak,kikinpa alli yanapayka kankami licencia ambiental nishkata llukchinkapak shinallatak ayllullaktamanta licencia social nishkata llukchiy ushankapak,"Su mejor apoyo, Alcaldesa, será ayudarnos a conseguir la licencia ambiental del gobierno y la licencia social de la comunidad.",exacto,100.0
13.mp3,"Ima shina nikurkani, kallarimantapacha kikinta allikachini.",ima shina nikurkani kallarimantapacha kikinta allikachini,imashina nikurkani kallarimantapacha kikinta allikachini,"Como le digo, usted siempre me ha simpatizado.",fuzzy,99.11504424778761
32.mp3,"Ama gratismi nipaychu, ñukanchikmi paganchik.",ama gratismi nipaychu ñukanchikmi paganchik,ama gratismi nipaychu ñukanchikmi paganchik,No diga gratuitas porque somos nosotros quienes las pagamos.,exacto,100.0
207.mp3,Solución?,solución,solución,¿La solución?,exacto,100.0
120.mp3,Shuk añankullaka mana mishanchu shuk elefantetaka.,shuk añankullaka mana mishanchu shuk elefantetaka,shuk añankullaka mana mishanchu shuk elefantetaka,Una hormiguita no le gana a un elefante.,exacto,100.0
161.mp3,"Mana shinachu, ñukaka trans nishkami kani.",mana shinachu ñukaka trans nishkami kani,mana shinachu ñukaka trans nishkami kani,"Rectifica, soy trans.",exacto,100.0
32.mp3,"Mashi alcalde, yallichiway.",mashi alcalde yallichiway,mashi alcalde yallichiway,"Señor Alcalde, permiso.",exacto,100.0
157.mp3,"Ashta hampik wasipi shayarishka, hampiktaka maskashun pacha ninakurka.",ashta hampik wasipi shayarishka hampiktaka maskashun pacha ninakurka,ashta hampik wasipi shayarishka hampiktaka maskashunpacha ninakurka,Ahí mismito se plantaron en el hospital buscando al doctor.,fuzzy,99.25925925925925
115.mp3,Llakimari kan shuk kari warmita rantishpaka.,llakimari kan shuk kari warmita rantishpaka,llakimari kan shuk kari warmita rantishpaka,Porque es un delito que un varón pague por el cuerpo de una mujer.,exacto,100.0
83.mp3,Kay hatun campañawanka kanpa uyachik antapash llashak kullkitami hapinka.,kay hatun campañawanka kanpa uyachik antapash llashak kullkitami hapinka,kay hatun campañawanka kanpa uyachik antapash llashak kullkitami hapinka,Y beneficio para su emisora porque queremos hacer una campaña grande.,exacto,100.0
122.mp3,Responsablekunaka shutita charinmi.,responsablekunaka shutita charinmi,responsablekunaka shutita charinmi,Y los responsables tienen nombre.,exacto,100.0
220.mp3,Imatapash ña rurana kanchik.,imatapash ña rurana kanchik,imatapash ña rurana kanchik,Tenemos que hacer algo.,exacto,100.0
129.mp3,"Chaypimi kari warmi tuparishpa kari warmi kuyanakushpa chaypimi raka ullu tuparin, nachu?",chaypimi kari warmi tuparishpa kari warmi kuyanakushpa chaypimi raka ullu tuparin nachu,chaypimi kari warmi tuparishpa kari warmi kuyanakushpa chaypimi raka ullu tuparin nachu,En ese abrazo el pene del varón entra en la vagina de la mujer.,exacto,100.0
9.mp3,Chunka kimsa capítulo,chunka kimsa capítulo,chunka kimsa capítulo,Capítulo trece,exacto,100.0
171.mp3,Punku ukuta cartata shitamushkata rikurkankichu?,punku ukuta cartata shitamushkata rikurkankichu,punku ukuta cartata shitamushkata rikurkankichu,¿viste la carta que nos echaron por debajo de la puerta?,exacto,100.0
26.mp3,Mana kaymanka yaykunkachu.,mana kaymanka yaykunkachu,mana kaymanka yaykunkachu,No entran aquí.,exacto,100.0
129.mp3,"Ashtawan llakikuna hawa, yana kuri nishka surkukkuna.",ashtawan llakikuna hawa yana kuri nishka surkukkuna,ashtawan llakikuna hawa yana kuri nishka surkukkuna,"Y para más palos, la explotación petrolera.",exacto,100.0
78.mp3,Ñuka ushita llakichishkamanta nimamanta mana kishpichishachu.,ñuka ushita llakichishkamanta nimamanta mana kishpichishachu,ñuka ushita llakichishkamanta nimamanta mana kishpichishachu,Nunca voy a perdonar lo que le hiciste a mi hija.,exacto,100.0
174.mp3,Ñukarak vacunarikrini.,ñukarak vacunarikrini,ñukarak vacunarikrini,Yo voy a ser la primera en vacunarme.,exacto,100.0
62.mp3,Redeskunapi churarka.,redeskunapi churarka,redeskunapi churarka,Lo colgaron en las redes.,exacto,100.0
62.mp3,"Niway, imapitak yanapayta ushani.",niway imapitak yanapayta ushani,niway imapitak yanapayta ushani,Dígame en qué puedo ayudarle.,exacto,100.0
65.mp3,"Maypi, maypi?",maypi maypi,maypi maypi,"¿Dónde, dónde?",exacto,100.0
105.mp3,"Tayta curapash, pastorpash, kay ayllullaktapika ishkay iglesiami tiyan.",tayta curapash pastorpash kay ayllullaktapika ishkay iglesiami tiyan,tayta curapash pastorpash kay ayllullaktapika ishkay iglesiami tiyan,"El cura y el pastor, porque en este barrio hay dos iglesias.",exacto,100.0
48.mp3,"Shinapash, ñukanchikpash kawsanami kanchik.",shinapash ñukanchikpash kawsanami kanchik,shinapash ñukanchikpash kawsanami kanchik,Pero nosotros también tenemos que vivir.,exacto,100.0
36.mp3,Ganaderokuna mari.,ganaderokuna mari,ganaderokunamari,Los ganaderos.,fuzzy,96.96969696969697
128.mp3,Imapaktak chay productokunaka kan yari?,imapaktak chay productokunaka kan yari,imapaktak chay productokunaka kanyari,¿Y para qué sirven esos productos?,fuzzy,98.66666666666667
155.mp3,"Fredy, ninan alli proyectomi uyarin.",fredy ninan alli proyectomi uyarin,fredy ninan alli proyectomi uyarin,"Pues me parece un proyecto estupendo, Fredy.",exacto,100.0
224.mp3,Jaboneropak ayllullaktapi,jaboneropak ayllullaktapi,jaboneropak ayllullaktapi,En el Barrio del Jabonero,exacto,100.0
132.mp3,"Petróleomi yanayachishka yakuka ñami ishkay kilómetros larkata mapayachishka, kay yakuka shuk shuk ayllullaktakunatami purikun.",petróleomi yanayachishka yakuka ñami ishkay kilómetros larkata mapayachishka kay yakuka shuk shuk ayllullaktakunatami purikun,petróleomi yanayachishka yakuka ñami ishkay kilómetros larkata mapayachishka kay yakuka shuk shuk ayllullaktakunatami purikun,La marea negra ha contaminado al menos dos kilómetros del río que pasa por estas comunidades.,exacto,100.0
86.mp3,"Mora, mortiño vinota, mandarina haya yakuta, yana, killu, puka cervezata.",mora mortiño vinota mandarina haya yakuta yana killu puka cervezata,mora mortiño vinota mandarina hayak yakuta yana killu puka cervezata,"Vino de mora y de mortiño, licor de mandarina, cerveza negra, rubia y pelirroja.",fuzzy,99.25925925925925
93.mp3,Shinapash contagiokunaka mirarinakurkami.,shinapash contagiokunaka mirarinakurkami,shinapash contagiokunaka mirarinakurkami,Pero los contagios aumentaban.,exacto,100.0
124.mp3,"Muyukunata, herramientakunata mutsushpaka, tantanakushpa rantishun.",muyukunata herramientakunata mutsushpaka tantanakushpa rantishun,muyukunata herramientakunata mutsushpaka tantanakushpa rantishun,"Cuando necesitamos semillas o herramientas, compramos juntas también.",exacto,100.0
29.mp3,Ñukapash shinami tapurini.,ñukapash shinami tapurini,ñukapash shinami tapurini,Lo mismo me pregunto yo.,exacto,100.0
131.mp3,"Tukuyllapa internet, chaymi ñukanchikpa shuk mushuk derecho kana.",tukuyllapa internet chaymi ñukanchikpa shuk mushuk derecho kana,tukuyllapa internet chaymi ñukanchikpa shuk mushuk derecho kana,"Internet para todo el mundo, ése es un nuevo derecho humano.",exacto,100.0
96.mp3,"Katikkuna maki waktarinakukpi ama kariyankichu, Amaru.",katikkuna maki waktarinakukpi ama kariyankichu amaru,katikkuna maki waktarinakukpi ama kariyankichu amaru,"Que no se te suban los humos cuando te aplaudan, Amaru.",exacto,100.0
100.mp3,"Uyaychik, uyaychik.",uyaychik uyaychik,uyaychik uyaychik,"Escuchen, escuchen.",exacto,100.0
78.mp3,Dios ama munachun.,dios ama munachun,dios ama munachun,Líbreme Dios.,exacto,100.0
133.mp3,Wañushkakunapak llaktaman kachakman karka.,wañushkakunapak llaktaman kachakman karka,wañushkakunapak llaktaman kachakman karka,Me mandaban pál barrio de los acostados.,exacto,100.0
183.mp3,"E, mercuriopash.",e mercuriopash,e mercuriopash,"E, mercurio también.",exacto,100.0
154.mp3,"Shinapacha, Gumersinda!",shinapacha gumersinda,shinapacha gumersinda,"¡Bingo, Gumersinda!",exacto,100.0
151.mp3,"Pandemiatapash yalli, tayta Dios ninanta tamyata kachamushkatapash yallimi.",pandemiatapash yalli tayta dios ninanta tamyata kachamushkatapash yallimi,pandemiatapash yalli tayta dios ninanta tamyata kachamushkatapash yallimi,"Una emergencia más peligrosa que la pandemia, peor que la inundación que Dios nos envió en estos días.",exacto,100.0
104.mp3,"Ama manchaychu, wawa, ama manchaychu.",ama manchaychu wawa ama manchaychu,ama manchaychu wawa ama manchaychu,"No te asustes, niño, no te asustes.",exacto,100.0
211.mp3,Estadopakka ashallami sakirin.,estadopakka ashallami sakirin,estadopakka ashallami sakirin,Al Estado le quedan migajas.,exacto,100.0
220.mp3,Apoloniokuna shina runakuna tiyan.,apoloniokuna shina runakuna tiyan,apoloniokunashina runakuna tiyan,O los apolonios que abusan de las niñas.,fuzzy,98.46153846153847
162.mp3,Maki ukupika charinmi proyecto político y económico nishkata.,maki ukupika charinmi proyecto político y económico nishkata,maki ukupika charinmi proyecto político y económico nishkata,Tienen entre manos un proyecto político y económico.,exacto,100.0
41.mp3,Nachu uyankichik?,nachu uyankichik,nachu uyankichik,¿Qué parte no entendieron?,exacto,100.0
20.mp3,Mineraleskunaka mana papakunashna wiñanchu.,mineraleskunaka mana papakunashna wiñanchu,mineraleskunaka mana papakunashna wiñanchu,Los minerales no crecen como las papas.,exacto,100.0
59.mp3,"Pushak alcaldesa, shuk tapuy.",pushak alcaldesa shuk tapuy,pushak alcaldesa shuk tapuy,"Señora Alcaldesa, una pregunta.",exacto,100.0
100.mp3,"Imanallatak kashkankichik, mashikuna.",imanallatak kashkankichik mashikuna,imanallatak kashkankichik mashikuna,"¿Cómo están, vecinos?",exacto,100.0
39.mp3,"Maykan shamushkakunaka, yalipaychik, yallipaychik, mashikuna.",maykan shamushkakunaka yalipaychik yallipaychik mashikuna,maykan shamushkakunaka yallipaychik yallipaychik mashikuna,"Y quienes nos visitan, pasen.",fuzzy,99.1304347826087
107.mp3,Shuk yuyayta charini.,shuk yuyayta charini,shuk yuyayta charini,Tengo una idea brillante.,exacto,100.0
79.mp3,"Urnakunataka mana, shinapash papeletakunataka ari.",urnakunataka mana shinapash papeletakunataka ari,urnakunataka mana shinapash papeletakunataka ari,"Las urnas no, pero las papeletas sí.",exacto,100.0
19.mp3,Chaytaka manarak.,chaytaka manarak,chaytaka manarak,"Bueno, todavía no.",exacto,100.0
108.mp3,"Ña mana ñankunapi, llamkaykunapi acosokuna tiyankachu.",ña mana ñankunapi llamkaykunapi acosokuna tiyankachu,ña mana ñankunapi llamkaykunapi acosokuna tiyankachu,No más acoso en las calles ni en los trabajos. No más trata de mujeres.,exacto,100.0
96.mp3,Kunanpipash chayka tiyakranmi.,kunanpipash chayka tiyakranmi,kunanpipash chayka tiyanrakmi,Lo que sigue pasando.,fuzzy,93.10344827586206
72.mp3,Shinaka ima shinatak willachikrinkichik?,shinaka ima shinatak willachikrinkichik,shinaka imashinatak willachikrinkichik,¿Cómo van a trasmitir?,fuzzy,98.7012987012987
164.mp3,Chay kipaka ushashka rumikunata hapishka polvota rurankuna.,chay kipaka ushashka rumikunata hapishka polvota rurankuna,chay kipaka ushashka rumikunata hapishpa polvota rurankuna,Luego trituran toneladas de roca y las convierten en polvo.,fuzzy,98.27586206896551
146.mp3,Kankunaka nachu monsanto shuti karkankichik?,kankunaka nachu monsanto shuti karkankichik,kankunaka nachu monsanto shuti karkankichik,¿Ustedes no se llamaban antes Monsanto?,exacto,100.0
101.mp3,"Ima shina uyankichik, ari.",ima shina uyankichik ari,imashina uyankichik ari,"Sí, como lo oyen.",fuzzy,97.87234042553192
21.mp3,"Chashna kashpaka, Manuela, parquekunaman rina kanchik.",chashna kashpaka manuela parquekunaman rina kanchik,chashna kashpaka manuela parquekunaman rina kanchik,"De acuerdo, Manuela, tenemos que ir al parque.",exacto,100.0
137.mp3,Imashinashi chay ruraykunata shinashun willachik antakunata mana charishpaka?,imashinashi chay ruraykunata shinashun willachik antakunata mana charishpaka,imashinashi chay ruraykunata shinashun willachik antakunata mana charishpaka,¿Cómo se puede hacer esa campaña sin tener un medio de comunicación?,exacto,100.0
36.mp3,"Ñukaka kayta munani, tukuyta allichinkapak.",ñukaka kayta munani tukuyta allichinkapak,ñukaka kayta munani tukuyta allichinkapak,"A mí me gusta éste, vamos por el cambio.",exacto,100.0
9.mp3,"Amarupak willachishkakunawanka, periodistakuna rurarka shuk shuk programakunata, empresa minera Golden Hands nishkakunamanta mana allita rimashpa.",amarupak willachishkakunawanka periodistakuna rurarka shuk shuk programakunata empresa minera golden hands nishkakunamanta mana allita rimashpa,amarupak willachishkakunawanka periodistakuna rurarka shuk shuk programakunata empresa minera golden hands nishkakunamanta mana allita rimashpa,"Y con los datos que manejaba Amaru, los periodistas soltaron varios programas contra la empresa minera Golden Hands.",exacto,100.0
142.mp3,Wañuchishami.,wañuchishami,wañuchishami,Porque te mato.,exacto,100.0
136.mp3,"Imatak, Apolonio.",imatak apolonio,imatak apolonio,"¿Qué, Apolonio?",exacto,100.0
202.mp3,Mana munashka chichuyayta harkayta.,mana munashka chichuyayta harkayta,mana munashka chichuyayta harkayta,Prevenir los embarazos no deseados.,exacto,100.0
60.mp3,Mascarillakunawan shamukpipash imatak rurarinka.,mascarillakunawan shamukpipash imatak rurarinka,mascarillakunawan shamukpipash imatak rurarinka,¿Qué se hace si vengan con mascarillas?,exacto,100.0
179.mp3,Trescientos mil millones dólares kullkikuna watapi yaykun.,trescientos mil millones dólares kullkikuna watapi yaykun,trescientos mil millones dólares kullkikuna watapi yaykun,"En número redondos, trescientos mil millones de dólares al año.",exacto,100.0
136.mp3,Alli pacha kan nishpa willachin.,alli pacha kan nishpa willachin,allipacha kan nishpa willachin,Me dice que les va muy bien.,fuzzy,98.36065573770492
86.mp3,Kikin ari nikpika fotokunata anchuchishunllami.,kikin ari nikpika fotokunata anchuchishunllami,kikin ari nikpika fotokunata anchuchishunllami,"Si acepta, como tiene que aceptar, borramos las fotos.",exacto,100.0
43.mp3,Gobiernoka randishka hatun recomendashka farmaciakunapi.,gobiernoka randishka hatun recomendashka farmaciakunapi,gobiernoka rantishka hatun recomendashka farmaciakunapi,El gobierno ha comprado a las farmacéuticas más recomendadas.,fuzzy,98.18181818181819
39.mp3,"O mana kashpa supay, pi?",o mana kashpa supay pi,o mana kashpa supay pi,¿O el diablo? ¿Quién?,exacto,100.0
107.mp3,Radiopimari ama wakchalla yayakunata sakichichu ninakun.,radiopimari ama wakchalla yayakunata sakichichu ninakun,radiopimari ama wakchalla yayakunata sakichiychu ninakun,Es que por la radio andan diciendo que no dejen solo a los abuelos.,fuzzy,99.09909909909909
139.mp3,Ama yankamanta manchariychu.,ama yankamanta manchariychu,ama yankamanta manchariychu,No tengan miedo por nada.,exacto,100.0
69.mp3,"Na hatun industriakunaka, na hatun corporaciónkunaka, paykunaka na llamkaykunataka kunchu.",na hatun industriakunaka na hatun corporaciónkunaka paykunaka na llamkaykunataka kunchu,na hatun industriakunaka na hatun corporaciónkunaka paykunaka na llamkaykunataka kunchu,No son las grandes industrias ni las grandes corporaciones.,exacto,100.0
143.mp3,Kayta ñukanchikllami yachana kanchik.,kayta ñukanchikllami yachana kanchik,kayta ñukanchikllami yachana kanchik,Sólo nosotros deberíamos saber sobre esto.,exacto,100.0
9.mp3,Pandemiamanta rimaykuna,pandemiamanta rimaykuna,pandemiamanta rimaykuna,Historias de la pandemia,exacto,100.0
